abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name
"LEAD: South Korea today formally rebuffed a new North Korean bid for direct talks, saying the proposal smacked of insincerity.",https://www.nytimes.com/1987/03/18/world/south-korea-rebuffs-a-call-for-talks-by-the-north.html,,"South Korea today formally rebuffed a new North Korean bid for direct talks, saying the proposal smacked of insincerity.",A,5,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}]",1987-03-18T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/0d513b65-1d79-59a5-9036-635958a32524,556,nyt://article/0d513b65-1d79-59a5-9036-635958a32524,SOUTH KOREA REBUFFS A CALL FOR TALKS BY THE NORTH,,,SOUTH KOREA REBUFFS A CALL FOR TALKS BY THE NORTH,,,,"By David E. Pitt, Special To the New York Times","[{'firstname': 'David', 'middlename': 'E.', 'lastname': 'Pitt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: The United States is expected to take some modest but symbolically important steps toward opening diplomatic and trade contacts with North Korea as proposed by Seoul, State Department officials said today.",https://www.nytimes.com/1988/10/16/world/us-weighs-easing-of-strains-with-north-korea.html,,"The United States is expected to take some modest but symbolically important steps toward opening diplomatic and trade contacts with North Korea as proposed by Seoul, State Department officials said today.",1,8,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ROH TAE WOO', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}]",1988-10-16T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/e9d02e94-a865-5630-9a07-19210898ff3c,676,nyt://article/e9d02e94-a865-5630-9a07-19210898ff3c,U.S. Weighs Easing of Strains With North Korea,,,U.S. Weighs Easing of Strains With North Korea,,,,"By Elaine Sciolino, Special To the New York Times","[{'firstname': 'Elaine', 'middlename': None, 'lastname': 'Sciolino', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: Thousands of protesters battled the riot police today, hurling firebombs and rocks, as the Government began deploying 60,000 policemen to stop students from marching to the border with North Korea.",https://www.nytimes.com/1988/06/09/world/violence-erupts-in-korea-over-march-north.html,,"Thousands of protesters battled the riot police today, hurling firebombs and rocks, as the Government began deploying 60,000 policemen to stop students from marching to the border with North Korea.",A,5,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Seoul (South Korea)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Military Bases and Installations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 8, 'major': 'N'}]",1988-06-09T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/58c983e6-bd9b-5eb1-9b4a-39fdd845a75c,554,nyt://article/58c983e6-bd9b-5eb1-9b4a-39fdd845a75c,Violence Erupts in Korea Over March North,,,Violence Erupts in Korea Over March North,,,,AP,[],AP,
"LEAD: The revolutionary changes in Eastern Europe are now tearing at North Korea's foreign policy, leading some diplomats to worry that the unpredictable North Korean leadership may react in dangerous ways.",https://www.nytimes.com/1990/02/25/world/in-tide-of-change-worry-about-north-korea.html,,"The revolutionary changes in Eastern Europe are now tearing at North Korea's foreign policy, leading some diplomats to worry that the unpredictable North Korean leadership may react in dangerous ways.",1,13,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'EUROPE, EAST', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC RECOGNITION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 7, 'major': 'N'}]",1990-02-25T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/50cd36fc-d908-5cf6-a9f9-85471a53c2bf,585,nyt://article/50cd36fc-d908-5cf6-a9f9-85471a53c2bf,"In Tide of Change, Worry About North Korea",,,"In Tide of Change, Worry About North Korea",,,,"By Nicholas D. Kristof, Special To the New York Times","[{'firstname': 'Nicholas', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"LEAD: Talks between North and South Korean sports officials aimed at fielding a joint team for the 1990 Asian Games collapsed today, with South Korea reportedly fearing a trap that would prevent it from using the Beijing Games to improve relations with China.",https://www.nytimes.com/1990/02/08/world/talks-on-a-joint-korean-team-for-games-fail.html,,"Talks between North and South Korean sports officials aimed at fielding a joint team for the 1990 Asian Games collapsed today, with South Korea reportedly fearing a trap that would prevent it from using the Beijing Games to improve relations with China.",A,5,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'BEIJING GAMES', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'ASIAN GAMES', 'rank': 7, 'major': 'N'}]",1990-02-08T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/a5bc09b7-6924-51e1-8f41-f3ca50755dd4,560,nyt://article/a5bc09b7-6924-51e1-8f41-f3ca50755dd4,Talks on a Joint Korean Team for Games Fail,,,Talks on a Joint Korean Team for Games Fail,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"LEAD: Now that Liechtenstein, a principality of fewer than 28,000 people, has become the newest U.N. member, South Korea remains the sole country excluded from the organization against its wishes.",https://www.nytimes.com/1990/09/25/opinion/may-south-korea-please-sit-down.html,"LEAD: Now that Liechtenstein, a principality of fewer than 28,000 people, has become the newest U.N. member, South Korea remains the sole country excluded from the organization against its wishes.","LEAD: Now that Liechtenstein, a principality of fewer than 28,000 people, has become the newest U.N. member, South Korea remains the sole country excluded from the organization against its wishes.",A,27,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'UNITED NATIONS (UN)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'HONG-CHOO HYUN', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}]",1990-09-25T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/f2a5d1ad-9faa-53b1-82f7-b0b110c17dc9,524,nyt://article/f2a5d1ad-9faa-53b1-82f7-b0b110c17dc9,May South Korea Please Sit Down?,,,May South Korea Please Sit Down?,,,,By Hong-Choo Hyun,"[{'firstname': 'Hong-choo', 'middlename': None, 'lastname': 'Hyun', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"LEAD: More than 10,000 riot police stormed South Korea's largest shipyard early today to break up a three-day wildcat strike.",https://www.nytimes.com/1990/04/28/world/10000-policemen-break-up-korean-strike.html,,"More than 10,000 riot police stormed South Korea's largest shipyard early today to break up a three-day wildcat strike.",1,6,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'ULSAN (SOUTH KOREA)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hyundai Heavy Industries Co', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'SHIPBUILDING, CONVERSION AND REPAIR', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'LABOR', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Strikes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 7, 'major': 'N'}]",1990-04-28T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/a00cb0ff-1ef3-5701-974f-e0a1141db6fb,150,nyt://article/a00cb0ff-1ef3-5701-974f-e0a1141db6fb,"10,000 Policemen Break Up Korean Strike",,,"10,000 Policemen Break Up Korean Strike",,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"LEAD: Vice President Dan Quayle said today that American troops would remain in South Korea to block threats from North Korea, which he said remained a major threat to peace.",https://www.nytimes.com/1989/09/21/world/us-troops-to-remain-in-korea-quayle-says.html,,"Vice President Dan Quayle said today that American troops would remain in South Korea to block threats from North Korea, which he said remained a major threat to peace.",A,12,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Quayle, Dan', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'SOUTH KOREA-INTERNATIONAL RELATIONS-US', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}]",1989-09-21T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/1f8e7dcf-e23e-5a12-a856-aa768438c5bd,228,nyt://article/1f8e7dcf-e23e-5a12-a856-aa768438c5bd,"U.S. Troops to Remain In Korea, Quayle Says",,,"U.S. Troops to Remain In Korea, Quayle Says",,,,AP,[],AP,
"LEAD: North Korea today rejected a South Korean proposal to end the animosity between the two countries, saying the plan served only to make the division permanent.",https://www.nytimes.com/1988/07/12/world/north-korea-rejects-overtures-from-seoul.html,,"North Korea today rejected a South Korean proposal to end the animosity between the two countries, saying the plan served only to make the division permanent.",A,9,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}]",1988-07-12T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/677e697f-573f-5d8e-98fa-be6f0d02c2b7,219,nyt://article/677e697f-573f-5d8e-98fa-be6f0d02c2b7,North Korea Rejects Overtures From Seoul,,,North Korea Rejects Overtures From Seoul,,,,Reuters,[],Reuters,
"Bitterness runs deep on the Korean Peninsula. It is seen in the angry faces of students in South Korea hurling Molotov cocktails at police in helmets and armor. It is clear, and more ominously so, in the deep-seated enmity between North and South.. Pyongy",https://www.nytimes.com/1991/11/12/opinion/IHT-korean-tensions-are-too-dangerous-to-be-left-alone.html,"Bitterness runs deep on the Korean Peninsula. It is seen in the angry faces of students in South Korea hurling Molotov cocktails at police in helmets and armor. It is clear, and more ominously so, in the deep-seated enmity between North and South....","Bitterness runs deep on the Korean Peninsula. It is seen in the angry faces of students in South Korea hurling Molotov cocktails at police in helmets and armor. It is clear, and more ominously so, in the deep-seated enmity between North and South.",,,International Herald Tribune,[],[],1991-11-12T05:00:00+0000,article,IHT News,Opinion,,nyt://article/dc89e2c0-304b-513b-a721-f3d22f6e134f,2759,nyt://article/dc89e2c0-304b-513b-a721-f3d22f6e134f,Korean Tensions Are Too Dangerous to Be Left Alone,,,Korean Tensions Are Too Dangerous to Be Left Alone,,,,"By Donald Kirk, International Herald Tribune","[{'firstname': 'Donald', 'middlename': None, 'lastname': 'Kirk', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'International', 'middlename': 'Herald', 'lastname': 'Tribune', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
LEAD: A North Korean military delegation surprised its American and South Korean counterparts today by agreeing in principle to jointly investigate a tunnel dug underneath the heavily militarized border.,https://www.nytimes.com/1990/03/15/world/north-korea-agrees-to-a-joint-tunnel-inquiry.html,,A North Korean military delegation surprised its American and South Korean counterparts today by agreeing in principle to jointly investigate a tunnel dug underneath the heavily militarized border.,A,8,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bridges and Tunnels', 'rank': 5, 'major': 'N'}]",1990-03-15T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/15c16e60-bdf5-5ffb-8363-b8ed90bcc618,531,nyt://article/15c16e60-bdf5-5ffb-8363-b8ed90bcc618,North Korea Agrees to a Joint Tunnel Inquiry,,,North Korea Agrees to a Joint Tunnel Inquiry,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
