abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
US and S Korea officials hold 1st of series of talks (S),https://www.nytimes.com/1977/05/03/archives/uskorea-shoe-talks-held.html,US and S Korea officials hold 1st of series of talks (S),"Seoul, South Korea, May.2—The United States and South Korean officials held the first of a series of meetings this afternoon seeking an agreement on a voluntary curb by South Korea on controversial shoe exports to the United States. The United States delegation, which arrived this morning, is headed by Stephen Lande, a special trade representative. Korean officials discounted the possibility of an early agreement on the case.",61,The New York Times,[],"[{'name': 'subject', 'value': 'SHOES, BOOTS AND RUBBERS', 'rank': 1, 'major': 'N'}]",1977-05-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/aa4f8234-dae2-5e33-96f8-8d33aa9a1bd1,72,nyt://article/aa4f8234-dae2-5e33-96f8-8d33aa9a1bd1,U.S.‐Korea Shoe Talks Held,,,U.S.‐Korea Shoe Talks Held,,,,,[],,
N Korea announces that S Korean battalion comdr and his aide have defected to North (S),https://www.nytimes.com/1977/10/21/archives/2-south-koreans-said-to-defect.html,N Korea announces that S Korean battalion comdr and his aide have defected to North (S),"TOKYO, Oct. 20 (UPI)—North Korea said today that a South Korean battalion commander and his aide had defected to North Korea across the Demilitarized Zone separating the two Koreas. It was the second defection across the DMZ reported by the North Koreans in less than two weeks.",23,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1977-10-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/d23a6346-14b5-5884-bf10-9178e5540588,52,nyt://article/d23a6346-14b5-5884-bf10-9178e5540588,2 South Koreans Said to Defect,,,2 South Koreans Said to Defect,,,,,[],,
"SEOUL, South Korea, Aug. 19 &#8212;Both North Korea and the United States announced steps today to increase the readiness of their military forces on the Korean peninsula in the wake of the killing of two American officers in the demilitarized zone yesterday but there were no overt signs of increased military activity.",https://www.nytimes.com/1976/08/20/archives/both-sides-raise-korea-readiness.html,,"SEOUL, South Korea, Aug. 19 —Both North Korea and the United States announced steps today to increase the readiness of their military forces on the Korean peninsula in the wake of the killing of two American officers in the demilitarized zone yesterday but there were no overt signs of increased military activity.",41,The New York Times,[],[],1976-08-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/20ad5188-b588-5521-b2d2-320f7ec5c210,1017,nyt://article/20ad5188-b588-5521-b2d2-320f7ec5c210,BOTH SIDES RAISE KOREA READINESS,,,BOTH SIDES RAISE KOREA READINESS,,,,By Andrew H. Malcolm Special to The New York Times,"[{'firstname': 'Andrew', 'middlename': 'H.', 'lastname': 'Malcolm', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"S Korea repts exports of 4,099 cars in first 8 mos of '77, more than triple '76 figure (S)",https://www.nytimes.com/1977/09/08/archives/south-korean-car-exports-up.html,"S Korea repts exports of 4,099 cars in first 8 mos of '77, more than triple '76 figure (S)","SEOUL, South Korea, Sept. 7 (AP)—South Korea's fledgling auto industry exported 4,099 cars during the first eight months of this year, three times the entire 1976 figure of 1,300 units, the Government said today.",89,The New York Times,[],"[{'name': 'subject', 'value': 'Automobiles', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 2, 'major': 'N'}]",1977-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/788c9e5d-133d-5430-bdcd-31fbcf3915d5,37,nyt://article/788c9e5d-133d-5430-bdcd-31fbcf3915d5,South Korean Car Exports Up,,,South Korean Car Exports Up,,,,,[],,
"SEOUL, South Korea, Dec. 1 (Reuters)&#8212;At least two persons choked to death and scores were poisoned when a tank containing ammonium gas exploded today at a factory in Pusan, in southeastern Korea, reports reaching here said. Many of those poisoned were in serious condition.",https://www.nytimes.com/1975/12/01/archives/2-die-in-korean-gas-blast.html,,"SEOUL, South Korea, Dec. 1 (Reuters)—At least two persons choked to death and scores were poisoned when a tank containing ammonium gas exploded today at a factory in Pusan, in southeastern Korea, reports reaching here said. Many of those poisoned were in serious condition.",12,The New York Times,[],[],1975-12-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/89c950e7-28c5-587c-b68c-47b60d39c534,51,nyt://article/89c950e7-28c5-587c-b68c-47b60d39c534,2 Die in Korean Gas Blast,,,2 Die in Korean Gas Blast,,,,,[],,
"Univ faces delay on $1.5-million gift from S Korea because of adverse publicity over '75 Korean donation to Harvard Univ; vp W Theodore de Bary solicited gift when he met with Korean academicians, Govt officials and business execs during trips to S Korean this spring; says contribution, if granted, will be used for exch programs with Korean univs and for teaching; says contribution could come from Govt, quasi-official foundation, Korea Traders Assn or some other similar orgn (M)",https://www.nytimes.com/1977/08/14/archives/columbia-is-meeting-snag-on-korean-gift-delay-on-15-million-in.html,"Univ faces delay on $1.5-million gift from S Korea because of adverse publicity over '75 Korean donation to Harvard Univ; vp W Theodore de Bary solicited gift when he met with Korean academicians, Govt officials and business execs during trips to ...","WASHINGTON, Aug. 13 — Columbia University has been seeking a $1.5 million gift from South Korea, but the grant has evidently been delayed because of adverse publicity that followed an earlier Korean donation to Harvard.",18,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Harvard University', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Columbia University', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 4, 'major': 'N'}]",1977-08-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/29e8ee33-880a-56de-831c-bdca1d96c1af,851,nyt://article/29e8ee33-880a-56de-831c-bdca1d96c1af,COLUMBIA IS MEETING SNAG ON KOREAN GIFT,,,COLUMBIA IS MEETING SNAG ON KOREAN GIFT,,,,By Richard Halloran,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Halloran', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
ed lauds Cong for putting pressures in form of mil aid on Govt for their cooperation in influence-buying scandal,https://www.nytimes.com/1977/10/31/archives/white-snow-clean-hands-and-korea.html,ed lauds Cong for putting pressures in form of mil aid on Govt for their cooperation in influence-buying scandal,"Images of a word: For a generation, “Korea” to Americans connoted a feisty Harry Truman and a bold, costly defense of American vital interests. Today, it connotes a malodorous scandal involving payments to Congressmen to favor South Korean interests. South Korea refuses to cooperate with American investigations this “Operation White Snow.” By now, the Seoul Government must be starting to weigh the price of its obduracy.",30,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 3, 'major': 'N'}]",1977-10-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/ff1a5ded-f99c-53b9-9e58-65948ccaa993,493,nyt://article/ff1a5ded-f99c-53b9-9e58-65948ccaa993,"White Snow, Clean Hands and Korea",,,"White Snow, Clean Hands and Korea",,,,,[],,
"Nearly 1,000 S Vietnamese refugees arrive, Pusan, S Korea, on May 13; evacuees include 33 overseas Chinese, 1 Filipino and more than 30 S Koreans; not all S Koreans have been evacuated; illus of arrival (S)",https://www.nytimes.com/1975/05/14/archives/refugee-group-lands-in-south-korea.html,"Nearly 1,000 S Vietnamese refugees arrive, Pusan, S Korea, on May 13; evacuees include 33 overseas Chinese, 1 Filipino and more than 30 S Koreans; not all S Koreans have been evacuated; illus of arrival (S)","SEOUL, South Korea, May 13—Nearly a thousand South Vietnam: se refugees arrived in Pusan this morning, 17 days after they fled Saigon aboard two South Korean naval vessels. Upon disembarkation, they were warmly received by hundreds of citizens and port officials in Pusan, which is 210 miles south of here.",16,The New York Times,[],"[{'name': 'glocations', 'value': 'Singapore', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH VIETNAM', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH VIETNAM', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 4, 'major': 'N'}]",1975-05-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/3c6bc268-71a2-5d99-9eba-a084f60acdf8,196,nyt://article/3c6bc268-71a2-5d99-9eba-a084f60acdf8,Refugee Group Lands in South Korea,,,Refugee Group Lands in South Korea,,,,,[],,
"N and S Korea, in exchange of proposals, urge each other to resume peace negotiations that have been deadlocked since '73; proposals, which differ on who should do the negotiating, noted (M)",https://www.nytimes.com/1979/01/27/archives/2-koreas-ask-reunification-talks-response-to-president-park.html,"N and S Korea, in exchange of proposals, urge each other to resume peace negotiations that have been deadlocked since '73; proposals, which differ on who should do the negotiating, noted (M)","SEOUL, South Korea, Jan. 26 — North and South Korea have proposed to each other that they resume talks for reunification of the Korean peninsula that have been deadlocked since 1973, but they differ on who should do the negotiating.",3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1979-01-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/884f7909-a620-5ff6-bfaf-48fb45a5e5ac,466,nyt://article/884f7909-a620-5ff6-bfaf-48fb45a5e5ac,2 Koreas Ask Reunification Talks,,,2 Koreas Ask Reunification Talks,,,,,[],,
Waldheim says that his talks have opened new channel of communication between Koreas that he hopes will be productive (M),https://www.nytimes.com/1979/05/06/archives/waldheim-opens-link-between-the-koreas-north-koreas-position-the.html,Waldheim says that his talks have opened new channel of communication between Koreas that he hopes will be productive (M),"SEOUL, South Korea, May 5 — Secretary General Kurt Waldheim of the United Nations said today that his talks here and in Pyongyang in the last week have opened a new channel of communication between North and South Korea that he hopes will be productive.",3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1979-05-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/a3f7a0a4-8878-5c8b-9937-85f5e388e59f,932,nyt://article/a3f7a0a4-8878-5c8b-9937-85f5e388e59f,Waldheim Opens Link Between the Koreas,,,Waldheim Opens Link Between the Koreas,,,,By Malcolm W. Browne Special to The New York Times,"[{'firstname': 'Malcolm', 'middlename': 'W.', 'lastname': 'Browne', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Koreans with access to Korean Central Intelligence Agency (KCIA) logs have reptdly told Justice Dept that Pres Park Chung Hee and other sr Korean officials conceived, organized and directed illegal effort to influence Cong policy; say former Reprs Richard T Hanna and Cornelius E Gallagher advised KCIA in drawing up list in ‘70 of 90 Congressmen it hoped to persuade or bribe into favoring Korean interests; note Hanna's and Gallagher's friendship with Park Tong Sun; say S Korea spent up to $1‐million a yr for bribes, travel, gifts and entertainment of Congressmen from ‘71‐75; say in addition to Park, others who worked at influencing Cong were former mil intelligence officer Pak Bo Hi, Korean Cultural and Freedom Foundation, and Rev Sun Myung Moon of Unification Ch; say US decision in ‘70 to withdraw 1/3 of Amer soldiers stationed in Korea was catalyst for Korean lobbying effort; say Park Tong Sun became involved in lobbying effort when he offered to use his influence with friends in Cong to obtain more mil aid for Korea in return for being named sole agent to handle sales of Amer rice to Korea; note Park's visits to Korea, accompanied by then‐Reprs Hanna and Gallagher; say Park was ordered to stop dispensing money to Congressmen in ‘75 after James W Howe, husband of Betty Ford's personal sec, committed suicide after publicity about his taking vacation paid for by Park; Pres Park Chung Hee por (L)",https://www.nytimes.com/1976/11/09/archives/korean-chief-linked-to-illegal-lobbying-sources-with-access-to.html,"Koreans with access to Korean Central Intelligence Agency (KCIA) logs have reptdly told Justice Dept that Pres Park Chung Hee and other sr Korean officials conceived, organized and directed illegal effort to influence Cong policy; say former Reprs...","WASHINGTON, Nov. 8 — Federal investigators have been told that President Park Chung Hee and other senior South, Korean officials conceived, organized and directed an illegal effort to influence Congressional policy.",1,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 2, 'major': 'N'}]",1976-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/28a9a20f-8f9b-5048-96db-6368bd308633,1555,nyt://article/28a9a20f-8f9b-5048-96db-6368bd308633,KOREAN CHIEF LINKED TO ILLEGAL LOBBYING,,,KOREAN CHIEF LINKED TO ILLEGAL LOBBYING,,,,By Richard Halloran  Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"WASHINGTON, Oct. 26&#8212;The House of Representatives will not even consider President Carter's request to transfer $800 million worth of weapons to South Korea because of Seoul's refusal to cooperate with House investigations of alleged Korean influence&#8208;buying, the chairman of the International Relations Committee said tonight.",https://www.nytimes.com/1977/10/27/archives/house-unit-blocking-weapons-for-korea.html,,"WASHINGTON, Oct. 26—The House of Representatives will not even consider President Carter's request to transfer $800 million worth of weapons to South Korea because of Seoul's refusal to cooperate with House investigations of alleged Korean influence‐buying, the chairman of the International Relations Committee said tonight.",49,The New York Times,[],[],1977-10-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/e95465bc-70e9-573b-bfe4-d4afc00f4dbc,586,nyt://article/e95465bc-70e9-573b-bfe4-d4afc00f4dbc,HOUSE UNIT BLOCKING WEAPONS FOR KOREA,,,HOUSE UNIT BLOCKING WEAPONS FOR KOREA,,,,By Adam Clymer Special to The New York Times,"[{'firstname': 'Adam', 'middlename': 'Clymer', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
