abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
,https://www.nytimes.com/1956/08/26/archives/the-korean-dictionary.html,,,E,8,The New York Times,[],"[{'name': 'subject', 'value': 'Dictionaries', 'rank': 1, 'major': 'N'}]",1956-08-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/44e9a716-6cdd-5a33-b0a1-06455b63d064,0,nyt://article/44e9a716-6cdd-5a33-b0a1-06455b63d064,THE KOREAN DICTIONARY,,,THE KOREAN DICTIONARY,,,,,[],
,https://www.nytimes.com/1952/10/31/archives/north-korean.html,,,,2,The New York Times,[],[],1952-10-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/323eabce-c99a-5dc0-a4d3-2ebf5a1ddf3b,0,nyt://article/323eabce-c99a-5dc0-a4d3-2ebf5a1ddf3b,North Korean,1,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1953/06/14/archives/casualties-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1953-06-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/965e5e1b-e809-5ba8-8d7c-a37c8ea5136a,0,nyt://article/965e5e1b-e809-5ba8-8d7c-a37c8ea5136a,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1953/01/20/archives/north-korean.html,,,,2,The New York Times,[],[],1953-01-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/f762d6da-3e03-5b06-ab01-3d2843efff5d,0,nyt://article/f762d6da-3e03-5b06-ab01-3d2843efff5d,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/01/14/archives/casualties-in-korea.html,,,,2,The New York Times,[],[],1953-01-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/e296cdb7-fbba-55ac-a4fc-03b674ef3d5a,0,nyt://article/e296cdb7-fbba-55ac-a4fc-03b674ef3d5a,Casualties in Korea,1,,Casualties in Korea,,,,,[],
"General Van Fleet's extended analysis of the situation in Korea, near the beginning of what he calls the ""autumn offensive,"" will answer several questions. Foremost, of course, is the question ...  ",https://www.nytimes.com/1951/10/01/archives/offensive-in-korea.html,,,,22,The New York Times,[],[],1951-10-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/f2fbc5b4-0812-5359-b200-3f25a5e38265,0,nyt://article/f2fbc5b4-0812-5359-b200-3f25a5e38265,OFFENSIVE IN KOREA,1,,OFFENSIVE IN KOREA,,,,,[],
NY area lists,https://www.nytimes.com/1953/06/01/archives/casualties-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1953-06-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/70b91d27-219c-572a-943e-d35e017cee3d,0,nyt://article/70b91d27-219c-572a-943e-d35e017cee3d,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/11/21/archives/north-korean.html,,,,2,The New York Times,[],[],1952-11-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/cf050af7-bbfc-5706-9c0d-1f5ad16d0108,0,nyt://article/cf050af7-bbfc-5706-9c0d-1f5ad16d0108,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/11/08/archives/north-korean.html,,,,2,The New York Times,[],[],1952-11-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/ef16e0c6-3600-55ec-964f-92acc8228b47,0,nyt://article/ef16e0c6-3600-55ec-964f-92acc8228b47,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/23/archives/casualties-in-korea.html,,,,2,The New York Times,[],[],1953-06-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/e517a399-5ee8-57bd-b95c-0929fe8ba08a,0,nyt://article/e517a399-5ee8-57bd-b95c-0929fe8ba08a,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/03/08/archives/north-korean.html,,,,2,The New York Times,[],[],1952-03-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/491a4946-487b-5630-a867-80056954e312,0,nyt://article/491a4946-487b-5630-a867-80056954e312,North Korean,1,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1952/12/30/archives/casualties-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1952-12-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/f24cb6d1-59c1-58ba-9903-9af71b120df8,0,nyt://article/f24cb6d1-59c1-58ba-9903-9af71b120df8,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/09/17/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/28efc3ab-a2ea-5c22-87b1-633375e51f92,0,nyt://article/28efc3ab-a2ea-5c22-87b1-633375e51f92,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/22/archives/casualties-in-korea.html,,,,2,The New York Times,[],[],1953-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/0f315e7f-bc0d-54d7-a3e4-aa4451ba8b63,0,nyt://article/0f315e7f-bc0d-54d7-a3e4-aa4451ba8b63,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/04/17/archives/north-korean.html,,,,2,The New York Times,[],[],1952-04-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/0d095145-e672-56ce-8db0-08759a5a0dc4,0,nyt://article/0d095145-e672-56ce-8db0-08759a5a0dc4,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/05/25/archives/casualties-in-korea.html,,,,3,The New York Times,[],[],1953-05-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/bf8bfe60-00a8-5ace-a638-78b309a6bc4a,0,nyt://article/bf8bfe60-00a8-5ace-a638-78b309a6bc4a,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/04/05/archives/north-korean.html,,,,2,The New York Times,[],[],1952-04-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/db96d2d6-feb1-5c19-9de7-a9eda076553e,0,nyt://article/db96d2d6-feb1-5c19-9de7-a9eda076553e,North Korean,1,,North Korean,,,,,[],
debate revd,https://www.nytimes.com/1952/11/02/archives/north-korean.html,debate revd,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}]",1952-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/41abe289-01bb-5434-bf19-90312cf22e05,0,nyt://article/41abe289-01bb-5434-bf19-90312cf22e05,North Korean,,,North Korean,,,,,[],
,https://www.nytimes.com/1953/05/22/archives/north-korean.html,,,,2,The New York Times,[],[],1953-05-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/7434025e-9e0f-555f-ae48-ef683dbfdcaa,0,nyt://article/7434025e-9e0f-555f-ae48-ef683dbfdcaa,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/04/23/archives/north-korean.html,,,,2,The New York Times,[],[],1953-04-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/6b51e2f5-2d00-5f54-9906-c196d9b5efd7,0,nyt://article/6b51e2f5-2d00-5f54-9906-c196d9b5efd7,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/02/11/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/db0de22d-01bc-512c-b0c5-130281508ba5,0,nyt://article/db0de22d-01bc-512c-b0c5-130281508ba5,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/02/07/archives/north-korean.html,,,,2,The New York Times,[],[],1952-02-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/686754ce-63d9-5dfd-9e3a-4f87e8e3686e,0,nyt://article/686754ce-63d9-5dfd-9e3a-4f87e8e3686e,North Korean,1,,North Korean,,,,,[],
Eisenhower to make trips to Japan and SK even if USSR visit is canceled,https://www.nytimes.com/1960/05/11/archives/eisenhower-is-firm-on-japankorea-trip.html,Eisenhower to make trips to Japan and SK even if USSR visit is canceled,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN RELATIONS AND SERVICE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'EISENHOWER VISIT', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'BIG POWERS (FRANCE, GB, USSR AND US) MUTUAL RELATIONS AND COLD WAR', 'rank': 7, 'major': 'N'}]",1960-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/f538efb5-04dc-5af5-94b4-a0cb9643258d,0,nyt://article/f538efb5-04dc-5af5-94b4-a0cb9643258d,EISENHOWER IS FIRM ON JAPAN-KOREA TRIP,,,EISENHOWER IS FIRM ON JAPAN-KOREA TRIP,,,,,[],
,https://www.nytimes.com/1952/11/30/archives/north-korean.html,,,,2,The New York Times,[],[],1952-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/a5ab317d-d4d3-59dc-aa3a-5101ee20d306,0,nyt://article/a5ab317d-d4d3-59dc-aa3a-5101ee20d306,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/08/30/archives/north-korean.html,,,,2,The New York Times,[],[],1952-08-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/f2840d11-d32c-595f-be4a-96f2ce4b2348,0,nyt://article/f2840d11-d32c-595f-be4a-96f2ce4b2348,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/06/17/archives/north-korean.html,,,,2,The New York Times,[],[],1952-06-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/24e71a69-32c5-570b-b709-580ddf2298f7,0,nyt://article/24e71a69-32c5-570b-b709-580ddf2298f7,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/12/19/archives/north-korean.html,,,,2,The New York Times,[],[],1952-12-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/1f69117e-14f9-53e0-906a-d2a0e43ef2e8,0,nyt://article/1f69117e-14f9-53e0-906a-d2a0e43ef2e8,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/07/30/archives/north-korean.html,,,,2,The New York Times,[],[],1952-07-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/fe141086-adbb-56a8-b891-66e73a3fd724,0,nyt://article/fe141086-adbb-56a8-b891-66e73a3fd724,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/07/13/archives/casualties-in-korea.html,,,,3,The New York Times,[],[],1953-07-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/c819c6eb-013e-57a2-9a24-3261b2dcf80c,0,nyt://article/c819c6eb-013e-57a2-9a24-3261b2dcf80c,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/08/05/archives/north-korean.html,,,,2,The New York Times,[],[],1952-08-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/4722efe5-d120-51e3-867c-24b1bdf3eb73,0,nyt://article/4722efe5-d120-51e3-867c-24b1bdf3eb73,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/02/03/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/e9731f10-08ad-5fcc-8ce9-314df8d85a69,0,nyt://article/e9731f10-08ad-5fcc-8ce9-314df8d85a69,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/09/16/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/f6cebafa-3a60-591c-88a8-f21a9c08a8eb,0,nyt://article/f6cebafa-3a60-591c-88a8-f21a9c08a8eb,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/06/12/archives/north-korean.html,,,,2,The New York Times,[],[],1952-06-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/7cbe0e90-7b94-5623-ae87-e58cd81a7fa8,0,nyt://article/7cbe0e90-7b94-5623-ae87-e58cd81a7fa8,North Korean,1,,North Korean,,,,,[],
In reading General MacArthur's most recent appraisal of the situation and the prospects in Korea one should keep in mind that this is the report of a military commander. In that role General MacArthur has had considerable experience.  ,https://www.nytimes.com/1951/03/09/archives/korean-stalemate.html,,,,24,The New York Times,[],[],1951-03-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/4e12a43d-d498-5498-a614-fcce12dc6fbd,0,nyt://article/4e12a43d-d498-5498-a614-fcce12dc6fbd,"KOREAN ""STALEMATE""",1,,"KOREAN ""STALEMATE""",,,,,[],
,https://www.nytimes.com/1952/06/30/archives/north-korean.html,,,,2,The New York Times,[],[],1952-06-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/c1385603-1244-5685-a4e0-453269b172c4,0,nyt://article/c1385603-1244-5685-a4e0-453269b172c4,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/07/13/archives/north-korean.html,,,,2,The New York Times,[],[],1952-07-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/ad1475a6-b0f4-560f-a126-988f16ec1202,0,nyt://article/ad1475a6-b0f4-560f-a126-988f16ec1202,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/05/08/archives/north-korean.html,,,,2,The New York Times,[],[],1952-05-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/6d1c0282-880e-53e7-9330-252816d937a9,0,nyt://article/6d1c0282-880e-53e7-9330-252816d937a9,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/02/04/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/7eafc8b3-97f8-53e4-b958-90c80e61724e,0,nyt://article/7eafc8b3-97f8-53e4-b958-90c80e61724e,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/09/25/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/af398fa8-e283-5049-b29d-08d978958f24,0,nyt://article/af398fa8-e283-5049-b29d-08d978958f24,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/01/07/archives/north-korean.html,,,,2,The New York Times,[],[],1952-01-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/8cf65005-7fd1-508f-b2cd-731d72d6544a,0,nyt://article/8cf65005-7fd1-508f-b2cd-731d72d6544a,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/10/23/archives/north-korean.html,,,,2,The New York Times,[],[],1952-10-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/5eb9c0f6-b478-59a0-9447-31cd4f086c6e,0,nyt://article/5eb9c0f6-b478-59a0-9447-31cd4f086c6e,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/03/27/archives/north-korean.html,,,,2,The New York Times,[],[],1953-03-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/5bddac8b-2df3-5c2b-b070-9d0c7009d6f2,0,nyt://article/5bddac8b-2df3-5c2b-b070-9d0c7009d6f2,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/01/11/archives/north-korean.html,,,,2,The New York Times,[],[],1953-01-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/39e21b43-594e-5b6b-aa33-5565cd91ce4b,0,nyt://article/39e21b43-594e-5b6b-aa33-5565cd91ce4b,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/03/09/archives/the-korean-vigil.html,,,M,8,The New York Times,[],[],1952-03-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/b06bcd2f-b85a-5353-81c8-405a00d14ae6,0,nyt://article/b06bcd2f-b85a-5353-81c8-405a00d14ae6,The Korean Vigil,2,,The Korean Vigil,,,,,[],
"We have just had two strong statements on the Korean problem. They should hearten our friends and allies and help to convince our adversaries that there is and will be in this country a real steadfastness on the Korean issues. Secretary of State Acheson, in an admirable address to the General Assembly, made a clear and cogent moral case for the position maintained by the United Nations and the United States.  ",https://www.nytimes.com/1952/10/26/archives/steadfastness-on-korea.html,,,REVIEW,8,The New York Times,[],[],1952-10-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/2a5e04b8-7687-5209-b1b2-1af552fc6ef4,0,nyt://article/2a5e04b8-7687-5209-b1b2-1af552fc6ef4,STEADFASTNESS ON KOREA,1,,STEADFASTNESS ON KOREA,,,,,[],
,https://www.nytimes.com/1953/04/01/archives/casualties-in-korea.html,,,,2,The New York Times,[],[],1953-04-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/836cc3f9-8937-5042-92e7-6e620953c0f4,0,nyt://article/836cc3f9-8937-5042-92e7-6e620953c0f4,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/11/01/archives/north-korean.html,,,,2,The New York Times,[],[],1952-11-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/f3c58ff2-c2c2-5bf9-ad59-1d30ed63bb1f,0,nyt://article/f3c58ff2-c2c2-5bf9-ad59-1d30ed63bb1f,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/02/20/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/86c50720-a28b-5797-aec0-12d2a1fb7e3a,0,nyt://article/86c50720-a28b-5797-aec0-12d2a1fb7e3a,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/03/04/archives/north-korean.html,,,,2,The New York Times,[],[],1952-03-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/eb2f5131-9aba-560b-b3ee-be394fce84d9,0,nyt://article/eb2f5131-9aba-560b-b3ee-be394fce84d9,North Korean,1,,North Korean,,,,,[],
"The rugged Korean terrain which at first seemed so favorable for defensive warfare has turned out instead to facilitate infiltration and guerrilla tactics of the enemy. Repeatedly, Communist bands have slipped through weakly defended flanks and overrun artillery and mortar emplacements, making seemingly strong positions untenable. Here are pictures showing some of the conditions under which American troops are fighting.  ",https://www.nytimes.com/1950/08/06/archives/korean-battleground.html,,,T,5,The New York Times,[],[],1950-08-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/28c03842-3bbf-5bf7-b1ca-66e864719033,0,nyt://article/28c03842-3bbf-5bf7-b1ca-66e864719033,Korean Battleground,1,,Korean Battleground,,,,,[],
,https://www.nytimes.com/1953/03/04/archives/casualties-in-korea.html,,,,3,The New York Times,[],[],1953-03-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/e2f95b78-2c00-5ae0-9081-92cd883dc759,0,nyt://article/e2f95b78-2c00-5ae0-9081-92cd883dc759,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/05/23/archives/north-korean.html,,,,2,The New York Times,[],[],1952-05-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/743d1856-a855-5b17-ae12-ffba76c9db2a,0,nyt://article/743d1856-a855-5b17-ae12-ffba76c9db2a,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/12/13/archives/north-korean.html,,,,2,The New York Times,[],[],1952-12-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/811d56ce-a992-59bb-94bb-5ea8a020b7ab,0,nyt://article/811d56ce-a992-59bb-94bb-5ea8a020b7ab,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/12/24/archives/casualties-in-korea.html,,,,2,The New York Times,[],[],1952-12-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/e34d23ac-07ce-5a36-9af5-6ce7dbc21813,0,nyt://article/e34d23ac-07ce-5a36-9af5-6ce7dbc21813,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1953/02/08/archives/casualties-in-korea.html,,,,3,The New York Times,[],[],1953-02-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/0f38213c-aebb-589a-b07c-afe2cf4c14ef,0,nyt://article/0f38213c-aebb-589a-b07c-afe2cf4c14ef,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/02/03/archives/north-korean.html,,,,2,The New York Times,[],[],1952-02-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/27aff104-eb17-5a66-9569-8ce02e8374c6,0,nyt://article/27aff104-eb17-5a66-9569-8ce02e8374c6,North Korean,1,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1953/05/18/archives/casualties-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1953-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/8e8a962b-3047-5445-8e8e-3357845f500e,0,nyt://article/8e8a962b-3047-5445-8e8e-3357845f500e,Casualties in Korea,,,Casualties in Korea,,,,,[],
